gene	cn_lower_ex	cn_upper_ex	cn_lower	cn_upper	cn_lower_diff	cn_upper_diff	chromosome	start	end
HLA-DRB1	True	False	4.2345/0.0138	4.2345/4.2353	4.2207	0.0007999999999999119	chr6	32578769	32589848
SUN1	False	True	2.2416/2.2401	3.5442/2.2401	0.0015000000000000568	1.3041	chr7	832501	874902
GET4	True	True	3.5442/2.2401	3.5442/2.2401	1.3041	1.3041	chr7	876552	896434
ADAP1	True	True	3.5442/2.2401	3.5442/2.2401	1.3041	1.3041	chr7	897901	955407
COX19	True	True	3.5442/2.2401	3.5442/2.2401	1.3041	1.3041	chr7	966075	975599
CYP2W1	True	True	3.5442/2.2401	3.5442/2.2401	1.3041	1.3041	chr7	983199	989640
C7orf50	False	True	2.2376/2.2401	3.5442/2.2401	0.0024999999999999467	1.3041	chr7	997006	1138240
MIR339	True	True	3.5442/2.2401	3.5442/2.2401	1.3041	1.3041	chr7	1022933	1023026
GPR146	True	True	3.5442/2.2401	3.5442/2.2401	1.3041	1.3041	chr7	1055285	1059261
GPER1	True	True	3.5442/2.2401	3.5442/2.2401	1.3041	1.3041	chr7	1086807	1093815
C8orf37	False	True	6.2792/6.2784	8.1071/8.3242	0.0007999999999999119	0.21709999999999852	chr8	95244919	95269201
TMEM75	True	True	11.429/11.2883	11.429/11.2883	0.1407000000000007	0.1407000000000007	chr8	127946559	127948723
MIR1205	True	True	9.6564/11.2883	9.6564/11.2883	1.6319	1.6319	chr8	127960633	127960695
GLIS3	False	True	2.0041/2.011	3.0868/2.011	0.006899999999999906	1.0758	chr9	3827698	4299916
GLIDR	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	39807361	39810063
ANKRD20A2	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	40223285	40266392
FAM95B1	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	40324530	40329221
AMYH02020865.1	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	40497850	40512575
MIR1299	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	40929010	40929092
FRG1HP	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	40992317	41033012
PGM5P2	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	41006999	41074617
FOXD4L6	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	41126430	41128463
CBWD6	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	41131308	41189436
MIR4477A	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	41233755	41233835
AL845472.1	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	41269916	41273997
PTGER4P2-CDK2AP2P2	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	41276280	41282846
AL591926.2	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	41687111	41698972
CNTNAP3B	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	41892870	42129487
SPATA31A6	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	42183659	42189882
BX088651.2	True	True	1.796/1.9824	1.796/1.9824	0.1863999999999999	0.1863999999999999	chr9	42579414	42586534
SPATA31A5	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	60914374	60920650
AL590491.3	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	60918581	60927822
FAM74A6	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	60929774	60936746
SPATA31A7	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	61190003	61196280
FAM74A4	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	61205258	61212373
BX088645.1	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	61330717	61453030
FAM27C	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	61854162	61855331
LINC01410	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	62801465	62813486
MIR4477B	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	63819574	63819654
ANKRD20A4	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	64369394	64413142
AL512605.1	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	65219987	65230861
FOXD4L5	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	65282101	65285209
CBWD5	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	65675799	65734041
FOXD4L4	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	65736555	65738784
AL669942.1	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	66047084	66051775
ANKRD20A3	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	66109394	66152966
AL513478.2	True	True	2.7338/2.0023	2.7338/2.0023	0.7315	0.7315	chr9	66159954	66164904
KNDC1	True	True	5.6581/5.2056	5.6581/5.2056	0.45250000000000057	0.45250000000000057	chr10	133160447	133226412
UTF1	True	True	5.6581/5.2056	5.6581/5.2056	0.45250000000000057	0.45250000000000057	chr10	133230274	133231558
VENTX	True	True	5.6581/5.2056	5.6581/5.2056	0.45250000000000057	0.45250000000000057	chr10	133237404	133241929
MIR202HG	True	True	5.6581/5.2056	5.6581/5.2056	0.45250000000000057	0.45250000000000057	chr10	133246478	133247891
MIR202	True	True	5.6581/5.2056	5.6581/5.2056	0.45250000000000057	0.45250000000000057	chr10	133247511	133247620
ADAM8	True	True	5.6581/5.2056	5.6581/5.2056	0.45250000000000057	0.45250000000000057	chr10	133262403	133276868
TUBGCP2	False	True	5.2018/5.2056	5.6581/5.2056	0.0037999999999991374	0.45250000000000057	chr10	133278630	133309156
OR4C46	True	True	3.0065/3.1224	3.0065/3.1224	0.11589999999999989	0.11589999999999989	chr11	54603069	54603998
OR4A5	True	True	3.0065/3.1224	3.0065/3.1224	0.11589999999999989	0.11589999999999989	chr11	54706885	54707832
TRIM48	True	True	3.0065/3.1224	3.0065/3.1224	0.11589999999999989	0.11589999999999989	chr11	55262182	55271119
OR4A16	True	True	3.0065/3.1224	3.0065/3.1224	0.11589999999999989	0.11589999999999989	chr11	55343201	55344187
OR4A15	True	True	3.0065/3.1224	3.0065/3.1224	0.11589999999999989	0.11589999999999989	chr11	55367884	55368918
OR4C15	True	True	3.0065/3.1224	3.0065/3.1224	0.11589999999999989	0.11589999999999989	chr11	55554307	55555419
OR4C16	True	True	3.0065/3.1224	3.0065/3.1224	0.11589999999999989	0.11589999999999989	chr11	55572128	55573060
OR4C11	True	True	3.0065/3.1224	3.0065/3.1224	0.11589999999999989	0.11589999999999989	chr11	55603354	55604398
OR4P4	True	True	3.0065/3.1224	3.0065/3.1224	0.11589999999999989	0.11589999999999989	chr11	55638358	55639296
OR4S2	True	True	3.0065/3.1224	3.0065/3.1224	0.11589999999999989	0.11589999999999989	chr11	55650904	55651839
OR4C6	True	True	3.0065/3.1224	3.0065/3.1224	0.11589999999999989	0.11589999999999989	chr11	55665167	55666096
ZNF705A	True	False	3.018/0.2715	3.018/3.0165	2.7464999999999997	0.0014999999999996128	chr12	8172537	8180046
FAM90A1	True	False	3.018/0.2715	3.018/3.0165	2.7464999999999997	0.0014999999999996128	chr12	8221263	8227618
LINC02449	True	False	3.018/0.2715	3.018/3.0165	2.7464999999999997	0.0014999999999996128	chr12	8235415	8238946
LINC00937	True	False	3.018/0.2715	3.018/3.0165	2.7464999999999997	0.0014999999999996128	chr12	8295986	8396803
IGHV3-72	True	True	2.9951/3.2461	2.9951/3.2461	0.25100000000000033	0.25100000000000033	chr14	106790691	106790993
MIR5195	True	True	2.9951/3.2461	2.9951/3.2461	0.25100000000000033	0.25100000000000033	chr14	106850885	106850999
PLA2G10	True	False	2.0541/0.1281	2.0541/2.0544	1.9260000000000002	0.0002999999999997449	chr16	14672545	14694669
NPIPA3	True	False	2.0541/0.1281	2.0541/2.0544	1.9260000000000002	0.0002999999999997449	chr16	14711689	14726293
NPIPA2	True	False	2.0541/0.1281	2.0541/2.0544	1.9260000000000002	0.0002999999999997449	chr16	14750813	14765413
ABCC6P2	True	False	2.0541/0.1281	2.0541/2.0544	1.9260000000000002	0.0002999999999997449	chr16	14822432	14824702
NOMO1	True	False	2.0541/0.1281	2.0541/2.0544	1.9260000000000002	0.0002999999999997449	chr16	14833681	14896160
MIR3179-1	True	False	2.0541/0.1281	2.0541/2.0544	1.9260000000000002	0.0002999999999997449	chr16	14901508	14901591
MIR3670-1	True	False	2.0541/0.1281	2.0541/2.0544	1.9260000000000002	0.0002999999999997449	chr16	14907717	14907781
MIR3180-1	True	False	2.0541/0.1281	2.0541/2.0544	1.9260000000000002	0.0002999999999997449	chr16	14911220	14911313
MIR6511A1	True	False	2.0541/0.1281	2.0541/2.0544	1.9260000000000002	0.0002999999999997449	chr16	14925937	14926003
MIR6770-1	True	False	2.0541/0.1281	2.0541/2.0544	1.9260000000000002	0.0002999999999997449	chr16	14930820	14930879
NPIPA1	True	False	2.0541/0.1281	2.0541/2.0544	1.9260000000000002	0.0002999999999997449	chr16	14937443	14952056
PDXDC1	True	False	2.0541/0.0441	2.0541/2.0544	2.0100000000000002	0.0002999999999997449	chr16	14975103	15038332
MIR1972-1	True	False	2.0541/0.0441	2.0541/2.0544	2.0100000000000002	0.0002999999999997449	chr16	15010321	15010397
NTAN1	True	False	2.0541/0.0441	2.0541/2.0544	2.0100000000000002	0.0002999999999997449	chr16	15037853	15056064
RRN3	True	False	2.0541/0.0441	2.0541/2.0544	2.0100000000000002	0.0002999999999997449	chr16	15060022	15094317
CES1	True	False	2.0593/0.028	2.0593/2.0601	2.0313	0.0007999999999999119	chr16	55802853	55833158
TOM1L2	False	True	3.1443/3.1906	3.5266/3.1906	0.04630000000000001	0.3360000000000003	chr17	17846825	17972397
DRC3	False	True	3.133/3.1261	3.5266/3.1906	0.006899999999999906	0.3360000000000003	chr17	17972885	18016889
PLEKHM1	True	False	2.1667/-0.0053	2.1667/2.1686	2.172	0.0019000000000000128	chr17	45435900	45490744
MIR4315-1	True	False	2.1667/-0.0053	2.1667/2.1686	2.172	0.0019000000000000128	chr17	45475363	45475435
ROCK1	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	20946906	21111851
GREB1L	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	21363593	21525417
ESCO1	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	21529281	21600736
SNRPD1	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	21612267	21633524
ABHD3	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	21650897	21704805
MIR320C1	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	21683510	21683597
MIB1	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	21741320	21870957
MIR133A1HG	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	21825487	21831406
MIR133A1	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	21825698	21825785
MIR1-2	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	21829004	21829088
LINC01900	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	21981121	22051159
GATA6-AS1	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	22166898	22168968
GATA6	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	22169443	22202528
CTAGE1	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	22413603	22417915
AC090912.2	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	22784365	22907721
MIR4741	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	22933349	22933438
RBBP8	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	22933826	23026488
CABLES1	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	23135763	23260467
TMEM241	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	23296017	23437905
RIOK3	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	23452823	23483140
C18orf8	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	23503509	23531782
NPC1	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	23531437	23586898
ANKRD29	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	23598926	23662885
LAMA3	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	23689443	23955066
TTC39C	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	24014636	24133028
CABYR	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	24139095	24161597
OSBPL1A	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	24162044	24397859
MIR320C2	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	24321686	24321735
IMPACT	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	24426616	24453535
HRH4	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	24460629	24479957
LINC01915	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	24628182	24662198
AC018697.1	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	24725853	24929076
ZNF521	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	25061926	25352152
SS18	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	26016253	26090625
PSMA8	True	True	3.0306/2.93	3.0306/2.93	0.10060000000000002	0.10060000000000002	chr18	26133877	26193355
TAF4B	False	True	2.9027/2.93	3.0306/2.93	0.027300000000000324	0.10060000000000002	chr18	26226486	26390164
CYP4F8	True	True	6.2597/6.7439	6.2597/6.7439	0.4842000000000004	0.4842000000000004	chr19	15615221	15629623
CYP4F3	True	True	6.9221/6.7439	6.9221/6.7439	0.17820000000000036	0.17820000000000036	chr19	15640900	15662825
CYP4F12	True	True	6.9221/6.7439	6.9221/6.7439	0.17820000000000036	0.17820000000000036	chr19	15672757	15697174
OR10H2	True	True	6.9221/6.7439	6.9221/6.7439	0.17820000000000036	0.17820000000000036	chr19	15728020	15729060
OR10H3	True	True	6.9221/6.7439	6.9221/6.7439	0.17820000000000036	0.17820000000000036	chr19	15741393	15742343
USE1	False	True	4.4332/4.4418	5.8352/4.4418	0.008599999999999497	1.3934000000000006	chr19	17215359	17219829
RBM12	True	False	2.2743/3.2369	3.2387/3.2369	0.9625999999999997	0.0018000000000002458	chr20	35648925	35664916
NFS1	True	False	2.2743/3.2369	3.2498/3.2369	0.9625999999999997	0.012900000000000134	chr20	35668055	35699359
