Entity Name	Entity type	Gene Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
GALNT12	gene	GALNT12	NCGC				Other	NA					polypeptide N-acetylgalactosaminyltransferase 12																						
GATA2	gene	GATA2	NCGC				Other	Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency					GATA binding protein 2																						
GPC3	gene	GPC3	NCGC				Other	Simpson-Golabi-Behmel syndrome					glypican 3																						
GREM1	gene	GREM1	NCGC				Other	NA					gremlin 1, DAN family BMP antagonist																						
HABP2	gene	HABP2	NCGC				Other	NA					hyaluronan binding protein 2																						
HNF1A	gene	HNF1A	NCGC				Other	Hepatic adenomas, familial					HNF1 homeobox A																						
HNF1B	gene	HNF1B	NCGC				Other	NA					HNF1 homeobox B																						
HOXB13	gene	HOXB13	NCGC				Other	NA					homeobox B13																						
HRAS	gene	HRAS	NCGC				Other	Costello syndrome					HRas proto-oncogene, GTPase																						
KIF1B	gene	KIF1B	NCGC				Other	NA					kinesin family member 1B																						
KIT	gene	KIT	NCGC				Other	Gastrointestinal stroma tumor					KIT proto-oncogene receptor tyrosine kinase																						
LZTR1	gene	LZTR1	NCGC				Other	NA					leucine zipper like transcription regulator 1																						
MAX	gene	MAX	NCGC				Other	Hereditary Paraganglioma-Pheochromocytoma Syndromes					MYC associated factor X																						
MEN1	gene	MEN1	NCGC				Other	Multiple endocrine neoplasia, type 1					menin 1																						
MET	gene	MET	NCGC				Other	Renal cell carcinoma, papillary, 1					MET proto-oncogene, receptor tyrosine kinase																						
MITF	gene	MITF	NCGC				Other	Hereditary cutaneous melanoma					melanogenesis associated transcription factor																						
MLH1	gene	MLH1	NCGC				Other	Hereditary nonpolyposis colon cancer; Turcot syndrome; Lynch syndrome					mutL homolog 1																						
MLH3	gene	MLH3	NCGC				Other	NA					mutL homolog 3																						
MRE11	gene	MRE11	NCGC				Other	NA					MRE11 homolog, double strand break repair nuclease																						
MSH2	gene	MSH2	NCGC				Other	Hereditary nonpolyposis colon cancer; Turcot syndrome; Lynch syndrome					mutS homolog 2																						
MSH3	gene	MSH3	NCGC				Other	NA					mutS homolog 3																						
MSH6	gene	MSH6	NCGC				Other	Hereditary nonpolyposis colon cancer; Turcot syndrome; Lynch syndrome					mutS homolog 6																						
MUTYH	gene	MUTYH	NCGC				Other	MYH-associated polyposis					mutY DNA glycosylase																						
NBN	gene	NBN	NCGC				Other	Microcephaly, normal intelligence and immunodeficiency					nibrin																						
NF1	gene	NF1	NCGC				Other	Neurofibromatosis, type 1					neurofibromin 1																						
NF2	gene	NF2	NCGC				Other	Neurofibromatosis, type 2					neurofibromin 2																						
NSD1	gene	NSD1	NCGC				Other	NA					nuclear receptor binding SET domain protein 1																						
NTHL1	gene	NTHL1	NCGC				Other	Familial adenomatous polyposis 3					nth like DNA glycosylase 1																						
OGG1	gene	OGG1	NCGC				Other	NA					8-oxoguanine DNA glycosylase																						
PALB2	gene	PALB2	NCGC				Other	Fanconi anemia, complementation group N					partner and localizer of BRCA2																						
PAX5	gene	PAX5	NCGC				Other	Leukemia, acute lymphoblastic, susceptibility to, 3					paired box 5																						
PDGFRA	gene	PDGFRA	NCGC				Other	Gastrointestinal stroma tumor					platelet derived growth factor receptor alpha																						
PHOX2B	gene	PHOX2B	NCGC				Other	Neuroblastoma 2					paired like homeobox 2b																						
PIK3CA	gene	PIK3CA	NCGC				Other	NA					phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha																						
PINK1	gene	PINK1	NCGC				Other	NA					PTEN induced putative kinase 1																						
PMS1	gene	PMS1	NCGC				Other	Familial colorectal cancer					PMS1 homolog 1, mismatch repair system component																						
PMS2	gene	PMS2	NCGC				Other	Hereditary nonpolyposis colon cancer; Turcot syndrome; Lynch syndrome					PMS1 homolog 2, mismatch repair system component																						
POLD1	gene	POLD1	NCGC				Other	Polymerase proofreading-related adenomatous polyposis					DNA polymerase delta 1, catalytic subunit																						
POLE	gene	POLE	NCGC				Other	Polymerase proofreading-related adenomatous polyposis					DNA polymerase epsilon, catalytic subunit																						
POT1	gene	POT1	NCGC				Other	Melanoma, cutaneous malignant, susceptibility to, 10					protection of telomeres 1																						
PPM1D	gene	PPM1D	NCGC				Other	NA					protein phosphatase, Mg2+/Mn2+ dependent 1D																						
PRF1	gene	PRF1	NCGC				Other	Hemophagocytic lymphohistiocytosis, familial, 2					perforin 1																						
PRKAR1A	gene	PRKAR1A	NCGC				Other	Carney complex					protein kinase cAMP-dependent type I regulatory subunit alpha																						
PRSS1	gene	PRSS1	NCGC				Other	Hereditary pancreatitis					serine protease 1																						
PTCH1	gene	PTCH1	NCGC				Other	Gorlin syndrome					patched 1																						
PTEN	gene	PTEN	NCGC				Other	PTEN hamartoma tumor syndrome; Cowden syndrome 1					phosphatase and tensin homolog																						
PTPN11	gene	PTPN11	NCGC				Other	Noonan syndrome					protein tyrosine phosphatase, non-receptor type 11																						
RAD50	gene	RAD50	NCGC				Other	NA					RAD50 double strand break repair protein																						
RAD51	gene	RAD51	NCGC				Other	NA					RAD51 recombinase																						
RAD51B	gene	RAD51B	NCGC				Other	NA					RAD51 paralog B																						
RAD51C	gene	RAD51C	NCGC				Other	Fanconi anemia, complementation group O					RAD51 paralog C																						
RAD51D	gene	RAD51D	NCGC				Other	Breast-ovarian cancer, familial 4					RAD51 paralog D																						
RB1	gene	RB1	NCGC				Other	Osteosarcoma; Retinoblastoma					RB transcriptional corepressor 1																						
RCC2	gene	RCC2	NCGC				Other	NA					regulator of chromosome condensation 2																						
RECQL4	gene	RECQL4	NCGC				Other	Rothmund-Thomson syndrome					RecQ like helicase 4																						
RET	gene	RET	NCGC				Other	Multiple endocrine neoplasia, type 2a; Multiple endocrine neoplasia, type 2b; Familial medullary thyroid carcinoma					ret proto-oncogene																						
RHBDF2	gene	RHBDF2	NCGC				Other	Howel-Evans syndrome					rhomboid 5 homolog 2																						
RING1	gene	RING1	NCGC				Other	NA					ring finger protein 1																						
RINT1	gene	RINT1	NCGC				Other	NA					RAD50 interactor 1																						
RUNX1	gene	RUNX1	NCGC				Other	Familial platelet disorder with associated myeloid malignancy					runt related transcription factor 1																						
SBDS	gene	SBDS	NCGC				Other	Shwachman syndrome					SBDS, ribosome maturation factor																						
SCG5	gene	SCG5	NCGC				Other	NA					secretogranin V																						
SDHA	gene	SDHA	NCGC				Other	Paragangliomas 5					succinate dehydrogenase complex flavoprotein subunit A																						
SDHAF2	gene	SDHAF2	NCGC				Other	Hereditary Paraganglioma-Pheochromocytoma Syndromes					succinate dehydrogenase complex assembly factor 2																						
SDHB	gene	SDHB	NCGC				Other	Hereditary Paraganglioma-Pheochromocytoma Syndromes; Paraganglioma and gastric stromal sarcoma					succinate dehydrogenase complex iron sulfur subunit B																						
SDHC	gene	SDHC	NCGC				Other	Hereditary Paraganglioma-Pheochromocytoma Syndromes; Paraganglioma and gastric stromal sarcoma					succinate dehydrogenase complex subunit C																						
SDHD	gene	SDHD	NCGC				Other	Hereditary Paraganglioma-Pheochromocytoma Syndromes; Paraganglioma and gastric stromal sarcoma					succinate dehydrogenase complex subunit D																						
SLX4	gene	SLX4	NCGC				Other	NA					SLX4 structure-specific endonuclease subunit																						
SMAD4	gene	SMAD4	NCGC				Other	Juvenile polyposis syndrome					SMAD family member 4																						
SMARCA4	gene	SMARCA4	NCGC				Other	Rhabdoid tumor predisposition syndrome 2					SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4																						
SMARCB1	gene	SMARCB1	NCGC				Other	Rhabdoid tumor predisposition syndrome 1					SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1																						
SMARCE1	gene	SMARCE1	NCGC				Other	Meningioma, familial					SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1																						
SPINK1	gene	SPINK1	NCGC				Other	NA					serine peptidase inhibitor, Kazal type 1																						
SPRED1	gene	SPRED1	NCGC				Other	NA					sprouty related EVH1 domain containing 1																						
STK11	gene	STK11	NCGC				Other	Peutz-Jeghers syndrome					serine/threonine kinase 11																						
SUFU	gene	SUFU	NCGC				Other	Medulloblastoma; Meningioma, familial					SUFU negative regulator of hedgehog signaling																						
TERF2IP	gene	TERF2IP	NCGC				Other	NA					TERF2 interacting protein																						
TERT	gene	TERT	NCGC				Other	Dyskeratosis congenita autosomal dominant					telomerase reverse transcriptase																						
TMEM127	gene	TMEM127	NCGC				Other	Pheochromocytoma					transmembrane protein 127																						
TP53	gene	TP53	NCGC				Other	Li-Fraumeni syndrome 1					tumor protein p53																						
TSC1	gene	TSC1	NCGC				Other	Tuberous sclerosis 1					TSC complex subunit 1																						
TSC2	gene	TSC2	NCGC				Other	Tuberous sclerosis 2					TSC complex subunit 2																						
VHL	gene	VHL	NCGC				Other	Von Hippel-Lindau syndrome					von Hippel-Lindau tumor suppressor																						
WRN	gene	WRN	NCGC				Other	Werner syndrome					Werner syndrome RecQ like helicase																						
WT1	gene	WT1	NCGC				Other	Wilms tumor 1					Wilms tumor 1																						
XPA	gene	XPA	NCGC				Other	Xeroderma pigmentosum, type 1					XPA, DNA damage recognition and repair factor																						
XPC	gene	XPC	NCGC				Other	Xeroderma pigmentosum, group C					XPC complex subunit, DNA damage recognition and repair factor																						
XRCC2	gene	XRCC2	NCGC				Other	NA					X-ray repair cross complementing 2																						
