Entity Name	Entity type	Gene Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
PHOX2B	gene	PHOX2B	CGC_86				Other	Neuroblastoma 2					paired like homeobox 2b																						
PMS1	gene	PMS1	CGC_86				Other	Familial colorectal cancer					PMS1 homolog 1, mismatch repair system component																						
PMS2	gene	PMS2	CGC_86				Other	Hereditary nonpolyposis colon cancer; Turcot syndrome; Lynch syndrome					PMS1 homolog 2, mismatch repair system component																						
POLD1	gene	POLD1	CGC_86				Other	Polymerase proofreading-related adenomatous polyposis					DNA polymerase delta 1, catalytic subunit																						
POLE	gene	POLE	CGC_86				Other	Polymerase proofreading-related adenomatous polyposis					DNA polymerase epsilon, catalytic subunit																						
POLQ	gene	POLQ	CGC_86				Other	NA					DNA polymerase theta																						
PRF1	gene	PRF1	CGC_86				Other	Hemophagocytic lymphohistiocytosis, familial, 2					perforin 1																						
PRKAR1A	gene	PRKAR1A	CGC_86				Other	Carney complex					protein kinase cAMP-dependent type I regulatory subunit alpha																						
PTCH1	gene	PTCH1	CGC_86				Other	Gorlin syndrome					patched 1																						
PTEN	gene	PTEN	CGC_86				Other	PTEN hamartoma tumor syndrome; Cowden syndrome 1					phosphatase and tensin homolog																						
PTPN13	gene	PTPN13	CGC_86				Other	NA					protein tyrosine phosphatase, non-receptor type 13																						
RB1	gene	RB1	CGC_86				Other	Osteosarcoma; Retinoblastoma					RB transcriptional corepressor 1																						
RECQL4	gene	RECQL4	CGC_86				Other	Rothmund-Thomson syndrome					RecQ like helicase 4																						
RET	gene	RET	CGC_86				Other	Multiple endocrine neoplasia, type 2a; Multiple endocrine neoplasia, type 2b; Familial medullary thyroid carcinoma					ret proto-oncogene																						
RFWD3	gene	RFWD3	CGC_86				Other	NA					ring finger and WD repeat domain 3																						
SBDS	gene	SBDS	CGC_86				Other	Shwachman syndrome					SBDS, ribosome maturation factor																						
SDHA	gene	SDHA	CGC_86				Other	Paragangliomas 5					succinate dehydrogenase complex flavoprotein subunit A																						
SDHAF2	gene	SDHAF2	CGC_86				Other	Hereditary Paraganglioma-Pheochromocytoma Syndromes					succinate dehydrogenase complex assembly factor 2																						
SDHB	gene	SDHB	CGC_86				Other	Hereditary Paraganglioma-Pheochromocytoma Syndromes; Paraganglioma and gastric stromal sarcoma					succinate dehydrogenase complex iron sulfur subunit B																						
SDHC	gene	SDHC	CGC_86				Other	Hereditary Paraganglioma-Pheochromocytoma Syndromes; Paraganglioma and gastric stromal sarcoma					succinate dehydrogenase complex subunit C																						
SDHD	gene	SDHD	CGC_86				Other	Hereditary Paraganglioma-Pheochromocytoma Syndromes; Paraganglioma and gastric stromal sarcoma					succinate dehydrogenase complex subunit D																						
SETBP1	gene	SETBP1	CGC_86				Other	Schinzel-Giedion syndrome					SET binding protein 1																						
SMAD4	gene	SMAD4	CGC_86				Other	Juvenile polyposis syndrome					SMAD family member 4																						
SMARCB1	gene	SMARCB1	CGC_86				Other	Rhabdoid tumor predisposition syndrome 1					SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1																						
SMARCE1	gene	SMARCE1	CGC_86				Other	Meningioma, familial					SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1																						
SPOP	gene	SPOP	CGC_86				Other	NA					speckle type BTB/POZ protein																						
STAT3	gene	STAT3	CGC_86				Other	Hyper IgE Syndrome, Autosomal Dominant					signal transducer and activator of transcription 3																						
STK11	gene	STK11	CGC_86				Other	Peutz-Jeghers syndrome					serine/threonine kinase 11																						
SUFU	gene	SUFU	CGC_86				Other	Medulloblastoma; Meningioma, familial					SUFU negative regulator of hedgehog signaling																						
TERT	gene	TERT	CGC_86				Other	Dyskeratosis congenita autosomal dominant					telomerase reverse transcriptase																						
TGFBR2	gene	TGFBR2	CGC_86				Other	NA					transforming growth factor beta receptor 2																						
TMEM127	gene	TMEM127	CGC_86				Other	Pheochromocytoma					transmembrane protein 127																						
TP53	gene	TP53	CGC_86				Other	Li-Fraumeni syndrome 1					tumor protein p53																						
TP63	gene	TP63	CGC_86				Other	NA					tumor protein p63																						
TSC1	gene	TSC1	CGC_86				Other	Tuberous sclerosis 1					TSC complex subunit 1																						
TSC2	gene	TSC2	CGC_86				Other	Tuberous sclerosis 2					TSC complex subunit 2																						
TSHR	gene	TSHR	CGC_86				Other	Hyperthyroidism, nonautoimmune					thyroid stimulating hormone receptor																						
VHL	gene	VHL	CGC_86				Other	Von Hippel-Lindau syndrome					von Hippel-Lindau tumor suppressor																						
WAS	gene	WAS	CGC_86				Other	Thrombocytopenia, X-linked					Wiskott-Aldrich syndrome																						
WRN	gene	WRN	CGC_86				Other	Werner syndrome					Werner syndrome RecQ like helicase																						
WT1	gene	WT1	CGC_86				Other	Wilms tumor 1					Wilms tumor 1																						
XPA	gene	XPA	CGC_86				Other	Xeroderma pigmentosum, type 1					XPA, DNA damage recognition and repair factor																						
XPC	gene	XPC	CGC_86				Other	Xeroderma pigmentosum, group C					XPC complex subunit, DNA damage recognition and repair factor																						
